{\rtf1\ansi\ansicpg1252\cocoartf2759
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\pard\tx566\tx1133\tx1700\tx2267\tx2834\tx3401\tx3968\tx4535\tx5102\tx5669\tx6236\tx6803\pardirnatural\partightenfactor0

\f0\fs24 \cf0 venue,title,authors,abstract,year,link,doi,pages,rank,peer_reviewed,area,gpt_confidence,gpt_note,file,original,type,publisher,acronym \
AAAI Conference on Artificial Intelligence,A Unified Knowledge Transfer Network for Generalized Category Discovery,Wenkai Shi;Wenbin An;Feng Tian;Yan Chen;Yaqiang Wu;Qianying Wang;Ping Chen,"Generalized Category Discovery( GCD) aims to recognize both known and novel categories in an unlabeled dataset by leveraging another labeled dataset with only known categories. Without considering knowledge transfer from known to novel categories, current methods usually perform poorly on novel categories due to the lack of corresponding supervision. To mitigate this issue, we propose a unified Knowledge Transfer Network( KTN) , which solves two obstacles to knowledge transfer in GCD. First, the mixture of known and novel categories in unlabeled data makes it difficult to identify transfer candidates( i. e. , samples with novel categories). For this, we propose an entropy-based method that leverages knowledge in the pre-trained classifier to differentiate known and novel categories without requiring extra data or parameters. Second, the lack of prior knowledge of novel categories presents challenges in quantifying semantic relationships between categories to decide the transfer weights. For this, we model different categories with prototypes and treat their similarities as transfer weights to measure the semantic similarities between categories. On the basis of two treatments, we transfer knowledge from known to novel categories by conducting pre-adjustment of logits and post-adjustment of labels for transfer candidates based on the transfer weights between different categories. With the weighted adjustment, KTN can generate more accurate pseudo-labels for unlabeled data, which helps to learn more discriminative features and boost model performance on novel categories. Extensive experiments show that our method outperforms state-of-the-art models on all evaluation metrics across multiple benchmark datasets. Furthermore, different from previous clustering-based methods that can only work offline with abundant data, KTN can be deployed online conveniently with faster inference speed. Code and data are available at https://github. com/yibai-shi/KTN.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/29862,10.1609/aaai.v38i17.29862,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Natural Language Processing II,AAAI,NA\
AAAI Conference on Artificial Intelligence,A Unified Taylor Framework for Revisiting Attribution Methods,Huiqi Deng;Na Zou;Mengnan Du;Weifu Chen;Guocan Feng;Xia Hu,"Attribution methods have been developed to understand the decision making process of machine learning models, especially deep neural networks, by assigning importance scores to individual features. Existing attribution methods often built upon empirical intuitions and heuristics. There still lacks a general and theoretical framework that not only can unify these attribution methods, but also theoretically reveal their rationales, fidelity, and limitations. To bridge the gap, in this paper, we propose a Taylor attribution framework and reformulate seven mainstream attribution methods into the framework. Based on reformulations, we analyze the attribution methods in terms of rationale, fidelity, and limitation. Moreover, We establish three principles for a good attribution in the Taylor attribution framework, i. e. , low approximation error, correct contribution assignment, and unbiased baseline selection. Finally, we empirically validate the Taylor reformulations, and reveal a positive correlation between the attribution performance and the number of principles followed by the attribution method via benchmarking on real-world datasets.",2021,https://ojs.aaai.org/index.php/AAAI/article/view/17365,10.1609/aaai.v35i13.17365,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Philosophy and Ethics of AI,AAAI,NA\
AAAI Conference on Artificial Intelligence,A Universal 2-state n-action Adaptive Management Solver,Luz Valerie Pascal;Marianne Akian;Sam Nicol;Iadine Chades,"In poor data and urgent decision-making applications, managers need to make decisions without complete knowledge of the system dynamics. In biodiversity conservation, adaptive management( AM) is the principal tool for decision-making under uncertainty. AM can be solved using simplified Mixed Observable Markov Decision Processes called hidden model MDPs( hmMDPs) when the unknown dynamics are assumed stationary. hmMDPs provide optimal policies to AM problems by augmenting the MDP state space with an unobservable state variable representing a finite set of predefined models. A drawback in formalising an AM problem is that experts are often solicited to provide this predefined set of models by specifying the transition matrices. Expert elicitation is a challenging and time-consuming process that is prone to biases, and a key assumption of hmMDPs is that the true transition matrix will be included in the candidate model set. We propose an original approach to build a hmMDP with a universal set of predefined models that is capable of solving any 2-state n-action AM problem. Our approach uses properties of the transition matrices to build the model set and is independent of expert input, removing the potential for expert error in the optimal solution. We provide analytical formulations to derive the minimum set of models to include into an hmMDP to solve any AM problems with 2 states and n actions. We assess our universal AM algorithm on two species conservation case studies from Australia and randomly generated problems.",2021,https://ojs.aaai.org/index.php/AAAI/article/view/17747,10.1609/aaai.v35i17.17747,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Special Track on AI for Social Impact,AAAI,NA\
AAAI Conference on Artificial Intelligence,A User-Adaptive Layer Selection Framework for Very Deep Sequential Recommender Models,Lei Chen;Fajie Yuan;Jiaxi Yang;Xiang Ao;Chengming Li;Min Yang,"Sequential recommender systems( SRS) have become a research hotspot in recent studies. Because of the requirement in capturing users dynamic interests, sequential neural network based recommender models often need to be stacked with more hidden layers( e. g. , up to 100 layers) compared with standard collaborative filtering methods. However, the high network latency has become the main obstacle when deploying very deep recommender models into a production environment. In this paper, we argue that the typical prediction framework that treats all users equally during the inference phase is inefficient in running time, as well as sub-optimal in accuracy. To resolve such an issue, we present SkipRec, an adaptive inference framework by learning to skip inactive hidden layers on a per-user basis. Specifically, we devise a policy network to automatically determine which layers should be retained and which layers are allowed to be skipped, so as to achieve user-specific decisions. To derive the optimal skipping policy, we propose using gumbel softmax and reinforcement learning to solve the non-differentiable problem during backpropagation. We perform extensive experiments on three real-world recommendation datasets, and demonstrate that SkipRec attains comparable or better accuracy with much less inference time.",2021,https://ojs.aaai.org/index.php/AAAI/article/view/16518,10.1609/aaai.v35i5.16518,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Data Mining and Knowledge Management,AAAI,NA\
AAAI Conference on Artificial Intelligence,A Variational Perturbative Approach to Planning in Graph-Based Markov Decision Processes,Dominik Linzner;Heinz Koeppl,"Coordinating multiple interacting agents to achieve a common goal is a difficult task with huge applicability. This problem remains hard to solve, even when limiting interactions to be mediated via a static interaction-graph. We present a novel approximate solution method for multi-agent Markov decision problems on graphs, based on variational perturbation theory. We adopt the strategy of planning via inference, which has been explored in various prior works. We employ a non-trivial extension of a novel high-order variational method that allows for approximate inference in large networks and has been shown to surpass the accuracy of existing variational methods. To compare our method to two state-of-the-art methods for multi-agent planning on graphs, we apply the method different standard GMDP problems. We show that in cases, where the goal is encoded as a non-local cost function, our method performs well, while state-of-the-art methods approach the performance of random guess. In a final experiment, we demonstrate that our method brings significant improvement for synchronization tasks.",2020,https://ojs.aaai.org/index.php/AAAI/article/view/6210,10.1609/aaai.v34i05.6210,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Multiagent Systems,AAAI,NA\
AAAI Conference on Artificial Intelligence,A Voting-Based System for Ethical Decision Making,Ritesh Noothigattu;Snehalkumar Gaikwad;Edmond Awad;Sohan Dsouza;Iyad Rahwan;Pradeep Ravikumar;Ariel Procaccia,"We present a general approach to automating ethical decisions, drawing on machine learning and computational social choice. In a nutshell, we propose to learn a model of societal preferences, and, when faced with a specific ethical dilemma at runtime, efficiently aggregate those preferences to identify a desirable choice. We provide a concrete algorithm that instantiates our approach; some of its crucial steps are informed by a new theory of swap-dominance efficient voting rules. Finally, we implement and evaluate a system for ethical decision making in the autonomous vehicle domain, using preference data collected from 1. 3 million people through the Moral Machine website.",2018,https://ojs.aaai.org/index.php/AAAI/article/view/11512,10.1609/aaai.v32i1.11512,NA,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Human-Computation and Crowd Sourcing,AAAI,NA\
AAAI Conference on Artificial Intelligence,Abduction-Based Explanations for Machine Learning Models,Alexey Ignatiev;Nina Narodytska;Joao Marques-Silva,"The growing range of applications of Machine Learning( ML) in a multitude of settings motivates the ability of computing small explanations for predictions made. Small explanations are generally accepted as easier for human decision makers to understand. Most earlier work on computing explanations is based on heuristic approaches, providing no guarantees of quality, in terms of how close such solutions are from cardinalityor subset-minimal explanations. This paper develops a constraint-agnostic solution for computing explanations for any ML model. The proposed solution exploits abductive reasoning, and imposes the requirement that the ML model can be represented as sets of constraints using some target constraint reasoning system for which the decision problem can be answered with some oracle. The experimental results, obtained on well-known datasets, validate the scalability of the proposed approach as well as the quality of the computed solutions.",2019,https://ojs.aaai.org/index.php/AAAI/article/view/3964,10.1609/aaai.v33i01.33011511,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Constraint Satisfaction and Optimization,AAAI,NA\
AAAI Conference on Artificial Intelligence,Abstract Interpretation of Decision Tree Ensemble Classifiers,Francesco Ranzato;Marco Zanella,"We study the problem of formally and automatically verifying robustness properties of decision tree ensemble classifiers such as random forests and gradient boosted decision tree models. A recent stream of works showed how abstract interpretation, which is ubiquitously used in static program analysis, can be successfully deployed to formally verify( deep) neural networks. In this work we push forward this line of research by designing a general and principled abstract interpretation-based framework for the formal verification of robustness and stability properties of decision tree ensemble models. Our abstract interpretation-based method may induce complete robustness checks of standard adversarial perturbations and output concrete adversarial attacks. We implemented our abstract verification technique in a tool called silva, which leverages an abstract domain of not necessarily closed real hyperrectangles and is instantiated to verify random forests and gradient boosted decision trees. Our experimental evaluation on the MNIST dataset shows that silva provides a precise and efficient tool which advances the current state of the art in tree ensembles verification.",2020,https://ojs.aaai.org/index.php/AAAI/article/view/5998,10.1609/aaai.v34i04.5998,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Machine Learning,AAAI,NA\
AAAI Conference on Artificial Intelligence,Accelerated Vector Pruning for Optimal POMDP Solvers,Erwin Walraven;Matthijs Spaan,"Partially Observable Markov Decision Processes( POMDPs) are powerful models for planning under uncertainty in partially observable domains. However, computing optimal solutions for POMDPs is challenging because of the high computational requirements of POMDP solution algorithms. Several algorithms use a subroutine to prune dominated vectors in value functions, which requires a large number of linear programs( LPs) to be solved and it represents a large part of the total running time. In this paper we show how the LPs in POMDP pruning subroutines can be decomposed using a Benders decomposition. The resulting algorithm incrementally adds LP constraints and uses only a small fraction of the constraints. Our algorithm significantly improves the performance of existing pruning methods and the commonly used incremental pruning algorithm. Our new variant of incremental pruning is the fastest optimal pruning-based POMDP algorithm.",2017,https://ojs.aaai.org/index.php/AAAI/article/view/11032,10.1609/aaai.v31i1.11032,NA,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,Main Track: Planning and Scheduling,AAAI,NA\
AAAI Conference on Artificial Intelligence,Accelerating Adversarially Robust Model Selection for Deep Neural Networks via Racing,Matthias K\'f6nig;Holger H. Hoos;Jan N. van Rijn,"Recent research has introduced several approaches to formally verify the robustness of neural network models against perturbations in their inputs, such as the ones that occur in adversarial attacks. At the same time, this particular verification task is known to be computationally challenging. More specifically, assessing the robustness of a neural network against input perturbations can easily take several hours of compute time per input vector, even when using state-of-the-art verification approaches. In light of this, it becomes challenging to select from a given set of neural network models the one that is best in terms of robust accuracy, i. e. , the fraction of instances for which the model is known to be robust against adversarial perturbations, especially when given limited computing resources. To tackle this problem, we propose a racing method specifically adapted to the domain of robustness verification. This racing method utilises Delta-values, which can be seen as an efficiently computable proxy for the distance of a given input to a neural network model to the decision boundary. We present statistical evidence indicating significant differences in the empirical cumulative distribution between robust and non-robust inputs as a function of Delta-values. Using this information, we show that it is possible to reliably expose vulnerabilities in the model with relatively few input iterations. Overall, when applied to selecting the most robust network from sets of 31 MNIST and 27 CIFAR-10 networks, our proposed method achieves speedups of a factor of 108 and 42, respectively, in terms of cumulative running time compared to standard local robustness verification on the complete testing sets.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/30121,10.1609/aaai.v38i19.30121,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,"AAAI Technical Track on Safe, Robust and Responsible AI Track",AAAI,NA\
AAAI Conference on Artificial Intelligence,Accelerating Ranking in E-Commerce Search Engines through Contextual Factor Selection,Anxiang Zeng;Han Yu;Qing Da;Yusen Zhan;Chunyan Miao,"In large-scale search systems, the quality of the ranking results is continually improved with the introduction of more factors from complex procedures. Meanwhile, the increase in factors demands more computation resources and increases system response latency. It has been observed that, under some certain context a search instance may require only a small set of useful factors instead of all factors in order to return high quality results. Therefore, removing ineffective factors accordingly can significantly improve system efficiency. In this paper, we report our experience incorporating our Contextual Factor Selection( CFS) approach into the Taobao e-commerce platform to optimize the selection of factors based on the context of each search query in order to simultaneously achieve high quality search results while significantly reducing latency time. This problem is treated as a combinatorial optimization problem which can be tackled through a sequential decision-making procedure. The problem can be efficiently solved by CFS through a deep reinforcement learning method with reward shaping to address the problems of reward signal scarcity and wide reward signal distribution in real-world search engines. Through extensive off-line experiments based on data from the Taobao. com platform, CFS is shown to significantly outperform state-of-the-art approaches. Online deployment on Taobao. com demonstrated that CFS is able to reduce average search latency time by more than 40% compared to the previous approach with negligible reduction in search result quality. Under peak usage during the Singles Day Shopping Festival( November 11th) in 2017, CFS reduced peak load search latency time by 33% compared to the previous approach, helping Taobao. com achieve 40% higher revenue than the same period during 2016. Corrigendum The spelling of coauthor Yusen Zan in the paper Accelerating Ranking in E-Commerce Search Engines through Contextual Factor Selection has been changed from Zan to Zhan. The original spelling was a typographical error.",2020,https://ojs.aaai.org/index.php/AAAI/article/view/7026,10.1609/aaai.v34i08.7026,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,IAAI Technical Track: Deployed Papers,AAAI,NA\
AAAI Conference on Artificial Intelligence,ACE: Cooperative Multi-Agent Q-learning with Bidirectional Action-Dependency,Chuming Li;Jie Liu;Yinmin Zhang;Yuhong Wei;Yazhe Niu;Yaodong Yang;Yu Liu;Wanli Ouyang,"Multi-agent reinforcement learning( MARL) suffers from the non-stationarity problem, which is the ever-changing targets at every iteration when multiple agents update their policies at the same time. Starting from first principle, in this paper, we manage to solve the non-stationarity problem by proposing bidirectional action-dependent Q-learning( ACE). Central to the development of ACE is the sequential decision making process wherein only one agent is allowed to take action at one time. Within this process, each agent maximizes its value function given the actions taken by the preceding agents at the inference stage. In the learning phase, each agent minimizes the TD error that is dependent on how the subsequent agents have reacted to their chosen action. Given the design of bidirectional dependency, ACE effectively turns a multi-agent MDP into a single-agent MDP. We implement the ACE framework by identifying the proper network representation to formulate the action dependency, so that the sequential decision process is computed implicitly in one forward pass. To validate ACE, we compare it with strong baselines on two MARL benchmarks. Empirical experiments demonstrate that ACE outperforms the state-of-the-art algorithms on Google Research Football and StarCraft Multi-Agent Challenge by a large margin. In particular, on SMAC tasks, ACE achieves 100% success rate on almost all the hard and super hard maps. We further study extensive research problems regarding ACE, including extension, generalization and practicability.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/26028,10.1609/aaai.v37i7.26028,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning II,AAAI,NA\
AAAI Conference on Artificial Intelligence,Achieving Counterfactual Fairness for Causal Bandit,Wen Huang;Lu Zhang;Xintao Wu,"In online recommendation, customers arrive in a sequential and stochastic manner from an underlying distribution and the online decision model recommends a chosen item for each arriving individual based on some strategy. We study how to recommend an item at each step to maximize the expected reward while achieving user-side fairness for customers, i. e. , customers who share similar profiles will receive a similar reward regardless of their sensitive attributes and items being recommended. By incorporating causal inference into bandits and adopting soft intervention to model the arm selection strategy, we first propose the d-separation based UCB algorithm( D-UCB) to explore the utilization of the d-separation set in reducing the amount of exploration needed to achieve low cumulative regret. Based on that, we then propose the fair causal bandit( F-UCB) for achieving the counterfactual individual fairness. Both theoretical analysis and empirical evaluation demonstrate effectiveness of our algorithms.",2022,https://ojs.aaai.org/index.php/AAAI/article/view/20653,10.1609/aaai.v36i6.20653,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning I,AAAI,NA\
AAAI Conference on Artificial Intelligence,Achieving Long-Term Fairness in Sequential Decision Making,Yaowei Hu;Lu Zhang,"In this paper, we propose a framework for achieving long-term fair sequential decision making. By conducting both the hard and soft interventions, we propose to take path-specific effects on the time-lagged causal graph as a quantitative tool for measuring long-term fairness. The problem of fair sequential decision making is then formulated as a constrained optimization problem with the utility as the objective and the long-term and short-term fairness as constraints. We show that such an optimization problem can be converted to a performative risk optimization. Finally, repeated risk minimization( RRM) is used for model training, and the convergence of RRM is theoretically analyzed. The empirical evaluation shows the effectiveness of the proposed algorithm on synthetic and semi-synthetic temporal datasets.",2022,https://ojs.aaai.org/index.php/AAAI/article/view/21188,10.1609/aaai.v36i9.21188,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Philosophy and Ethics of AI,AAAI,NA\
AAAI Conference on Artificial Intelligence,Achieving Zero Constraint Violation for Constrained Reinforcement Learning via Conservative Natural Policy Gradient Primal-Dual Algorithm,Qinbo Bai;Amrit Singh Bedi;Vaneet Aggarwal,"We consider the problem of constrained Markov decision process( CMDP) in continuous state actions spaces where the goal is to maximize the expected cumulative reward subject to some constraints. We propose a novel Conservative Natural Policy Gradient Primal Dual Algorithm( CNPGPD) to achieve zero constraint violation while achieving state of the art convergence results for the objective value function. For general policy parametrization, we prove convergence of value function to global optimal upto an approximation error due to restricted policy class. We improve the sample complexity of existing constrained NPGPD algorithm. To the best of our knowledge, this is the first work to establish zero constraint violation with Natural policy gradient style algorithms for infinite horizon discounted CMDPs. We demonstrate the merits of proposed algorithm via experimental evaluations.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/25826,10.1609/aaai.v37i6.25826,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning I,AAAI,NA\
AAAI Conference on Artificial Intelligence,Achieving Zero Constraint Violation for Constrained Reinforcement Learning via Primal-Dual Approach,Qinbo Bai;Amrit Singh Bedi;Mridul Agarwal;Alec Koppel;Vaneet Aggarwal,"Reinforcement learning is widely used in applications where one needs to perform sequential decisions while interacting with the environment. The problem becomes more challenging when the decision requirement includes satisfying some safety constraints. The problem is mathematically formulated as constrained Markov decision process( CMDP). In the literature, various algorithms are available to solve CMDP problems in a model-free manner to achieve epsilon-optimal cumulative reward with epsilon feasible policies. An epsilon-feasible policy implies that it suffers from constraint violation. An important question here is whether we can achieve epsilon-optimal cumulative reward with zero constraint violations or not. To achieve that, we advocate the use of a randomized primal-dual approach to solve the CMDP problems and propose a conservative stochastic primal-dual algorithm( CSPDA) which is shown to exhibit O( 1/epsilon^2) sample complexity to achieve epsilon-optimal cumulative reward with zero constraint violations. In the prior works, the best available sample complexity for the epsilon-optimal policy with zero constraint violation is O( 1/epsilon^5). Hence, the proposed algorithm provides a significant improvement compared to the state of the art.",2022,https://ojs.aaai.org/index.php/AAAI/article/view/20281,10.1609/aaai.v36i4.20281,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Constraint Satisfaction and Optimization,AAAI,NA\
AAAI Conference on Artificial Intelligence,ACT: Empowering Decision Transformer with Dynamic Programming via Advantage Conditioning,Chen-Xiao Gao;Chenyang Wu;Mingjun Cao;Rui Kong;Zongzhang Zhang;Yang Yu,"Decision Transformer( DT) , which employs expressive sequence modeling techniques to perform action generation, has emerged as a promising approach to offline policy optimization. However, DT generates actions conditioned on a desired future return, which is known to bear some weaknesses such as the susceptibility to environmental stochasticity. To overcome DTs weaknesses, we propose to empower DT with dynamic programming. Our method comprises three steps. First, we employ in-sample value iteration to obtain approximated value functions, which involves dynamic programming over the MDP structure. Second, we evaluate action quality in context with estimated advantages. We introduce two types of advantage estimators, IAE and GAE, which are suitable for different tasks. Third, we train an Advantage-Conditioned Transformer( ACT) to generate actions conditioned on the estimated advantages. Finally, during testing, ACT generates actions conditioned on a desired advantage. Our evaluation results validate that, by leveraging the power of dynamic programming, ACT demonstrates effective trajectory stitching and robust action generation in spite of the environmental stochasticity, outperforming baseline methods across various benchmarks. Additionally, we conduct an in-depth analysis of ACTs various design choices through ablation studies. Our code is available at https://github. com/LAMDA-RL/ACT.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/29101,10.1609/aaai.v38i11.29101,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning II,AAAI,NA\
AAAI Conference on Artificial Intelligence,Acting and Planning Using Operational Models,Sunandita Patra;Malik Ghallab;Dana Nau;Paolo Traverso,"The most common representation formalisms for planning are descriptive models. They abstractly describe what the actions do and are tailored for efficiently computing the next state( s) in a state transition system. But acting requires operational models that describe how to do things, with rich control structures for closed-loop online decision-making. Using descriptive representations for planning and operational representations for acting can lead to problems with developing and verifying consistency of the different models. We define and implement an integrated acting-and-planning system in which both planning and acting use the same operational models, which are written in a general-purpose hierarchical task-oriented language offering rich control structures. The acting component is inspired by the well-known PRS system, except that instead of being purely reactive, it can get advice from the planner. Our planning algorithm, RAEplan, plans by doing Monte Carlo rollout simulations of the actor\'92s operational models. Our experiments show significant benefits in the efficiency of the acting and planning system.",2019,https://ojs.aaai.org/index.php/AAAI/article/view/4764,10.1609/aaai.v33i01.33017691,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,"AAAI Technical Track: Planning, Routing, and Scheduling",AAAI,NA\
AAAI Conference on Artificial Intelligence,Action Branching Architectures for Deep Reinforcement Learning,Arash Tavakoli;Fabio Pardo;Petar Kormushev,"Discrete-action algorithms have been central to numerous recent successes of deep reinforcement learning. However, applying these algorithms to high-dimensional action tasks requires tackling the combinatorial increase of the number of possible actions with the number of action dimensions. This problem is further exacerbated for continuous-action tasks that require fine control of actions via discretization. In this paper, we propose a novel neural architecture featuring a shared decision module followed by several network branches, one for each action dimension. This approach achieves a linear increase of the number of network outputs with the number of degrees of freedom by allowing a level of independence for each individual action dimension. To illustrate the approach, we present a novel agent, called Branching Dueling Q-Network( BDQ) , as a branching variant of the Dueling Double Deep Q-Network( Dueling DDQN). We evaluate the performance of our agent on a set of challenging continuous control tasks. The empirical results show that the proposed agent scales gracefully to environments with increasing action dimensionality and indicate the significance of the shared decision module in coordination of the distributed action branches. Furthermore, we show that the proposed agent performs competitively against a state-of-the-art continuous control algorithm, Deep Deterministic Policy Gradient( DDPG).",2018,https://ojs.aaai.org/index.php/AAAI/article/view/11798,10.1609/aaai.v32i1.11798,NA,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Machine Learning,AAAI,NA\
AAAI Conference on Artificial Intelligence,Action Candidate Based Clipped Double Q-learning for Discrete and Continuous Action Tasks,Haobo Jiang;Jin Xie;Jian Yang,"Double Q-learning is a popular reinforcement learning algorithm in Markov decision process( MDP) problems. Clipped Double Q-learning, as an effective variant of Double Q-learning, employs the clipped double estimator to approximate the maximum expected action value. Due to the underestimation bias of the clipped double estimator, performance of clipped Double Q-learning may be degraded in some stochastic environments. In this paper, in order to reduce the underestimation bias, we propose an action candidate based clipped double estimator for Double Q-learning. Specifically, we first select a set of elite action candidates with the high action values from one set of estimators. Then, among these candidates, we choose the highest valued action from the other set of estimators. Finally, we use the maximum value in the second set of estimators to clip the action value of the chosen action in the first set of estimators and the clipped value is used for approximating the maximum expected action value. Theoretically, the underestimation bias in our clipped Double Q-learning decays monotonically as the number of the action candidates decreases. Moreover, the number of action candidates controls the trade-off between the overestimation and underestimation biases. In addition, we also extend our clipped Double Q-learning to continuous action tasks via approximating the elite continuous action candidates. We empirically verify that our algorithm can more accurately estimate the maximum expected action value on some toy environments and yield good performance on several benchmark problems.",2021,https://ojs.aaai.org/index.php/AAAI/article/view/16973,10.1609/aaai.v35i9.16973,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning II,AAAI,NA\
